draftPickID,Year,Team ID,Rd,Pk,Player,College
1373,2004,San Antonio Spurs,2,52,Romain Sato,
1374,2004,San Antonio Spurs,2,57,Sergei Karaulov,
1375,2003,San Antonio Spurs,1,28,Leandro Barbosa,
1376,2002,San Antonio Spurs,1,26,John Salmons,University of Miami
1377,2002,San Antonio Spurs,2,56,Luis Scola,
1378,2002,San Antonio Spurs,2,57,Randy Holcomb,San Diego State University
1379,2001,San Antonio Spurs,1,28,Tony Parker,
1380,2001,San Antonio Spurs,2,56,Robertas Javtokas,
1381,2001,San Antonio Spurs,2,58,Bryan Bracey,
1382,2000,San Antonio Spurs,2,41,Chris Carrawell,
1383,2000,San Antonio Spurs,2,54,Cory Hightower,
1384,1999,San Antonio Spurs,1,29,Leon Smith,
1385,1999,San Antonio Spurs,2,57,Manu Ginobili,
1386,1998,San Antonio Spurs,1,24,Felipe Lopez,St. John's University
1387,1998,San Antonio Spurs,2,52,Derrick Dial,Eastern Michigan University
1388,1997,San Antonio Spurs,1,1,Tim Duncan,Wake Forest University
1389,1995,San Antonio Spurs,1,29,Cory Alexander,University of Virginia
1390,1994,San Antonio Spurs,1,22,Bill Curley,Boston College
1391,1993,San Antonio Spurs,2,47,Chris Whitney,Clemson University
1392,1992,San Antonio Spurs,1,18,Tracy Murray,University of California Los Angeles
1393,1992,San Antonio Spurs,2,44,Henry Williams,
1394,1991,San Antonio Spurs,2,49,Greg Sutton,Oral Roberts University
1395,1990,San Antonio Spurs,1,24,Dwayne Schintzius,University of Florida
1396,1990,San Antonio Spurs,2,43,Tony Massenburg,University of Maryland
1397,1990,San Antonio Spurs,2,54,Sean Higgins,University of Michigan
1398,1989,San Antonio Spurs,1,3,Sean Elliott,University of Arizona
1399,1988,San Antonio Spurs,1,10,Willie Anderson,University of Georgia
1400,1988,San Antonio Spurs,2,27,Shelton Jones,St. John's University
1401,1988,San Antonio Spurs,3,56,Barry Sumpter,Austin Peay State University
1402,1988,San Antonio Spurs,3,75,Archie Marshall,
1403,1987,San Antonio Spurs,1,1,David Robinson,United States Naval Academy
1404,1987,San Antonio Spurs,1,23,Greg Anderson,University of Houston
1405,1987,San Antonio Spurs,2,27,Nate Blackwell,Temple University
1406,1987,San Antonio Spurs,3,50,Phil Zevenbergen,University of Washington
1407,1987,San Antonio Spurs,4,73,Todd May,
1408,1987,San Antonio Spurs,5,96,Dennis Williams,
1409,1987,San Antonio Spurs,6,119,Ricky Brown,
1410,1987,San Antonio Spurs,7,142,Raynard Davis,
1411,1986,San Antonio Spurs,1,10,Johnny Dawkins,Duke University
1412,1986,San Antonio Spurs,2,33,Kevin Duckworth,Eastern Illinois University
1413,1986,San Antonio Spurs,3,48,Forrest McKenzie,Loyola Marymount University
1414,1986,San Antonio Spurs,4,79,Carlos Briggs,
1415,1986,San Antonio Spurs,5,102,Earl Kelley,
1416,1986,San Antonio Spurs,6,125,Kevin Lewis,
1417,1986,San Antonio Spurs,7,148,Michael Anderson,
1418,1985,San Antonio Spurs,1,14,Alfredrick Hughes,Loyola University of Chicago
1419,1985,San Antonio Spurs,2,29,Mike Brittain,University of South Carolina
1420,1985,San Antonio Spurs,2,35,Tyrone Corbin,DePaul University
1421,1985,San Antonio Spurs,4,82,Scott Roth,University of Wisconsin
1422,1985,San Antonio Spurs,5,106,Clayton Olivier,
1423,1985,San Antonio Spurs,6,128,Chris Harper,
1424,1985,San Antonio Spurs,7,152,Al Young,
1425,1984,San Antonio Spurs,1,7,Alvin Robertson,University of Arkansas
1426,1984,San Antonio Spurs,3,57,Joe Binion,North Carolina A&T
1427,1984,San Antonio Spurs,4,78,John Devereaux,
1428,1984,San Antonio Spurs,4,90,Ozell Jones,California State University Fullerton
1429,1984,San Antonio Spurs,5,100,Eric Richardson,
1430,1984,San Antonio Spurs,6,124,Dion Brown,
1431,1984,San Antonio Spurs,7,146,Michael Pitts,
1432,1984,San Antonio Spurs,8,170,Dan Tarkanian,
1433,1984,San Antonio Spurs,9,191,Melvin Roseboro,
1434,1984,San Antonio Spurs,10,214,Frank Rodriguez,
1435,1983,San Antonio Spurs,1,19,John Paxson,University of Notre Dame
1436,1983,San Antonio Spurs,2,35,Darrell Lockhart,Auburn University
1437,1983,San Antonio Spurs,2,46,Kevin Williams,St. John's University
1438,1983,San Antonio Spurs,4,90,Brant Weidner,College of William & Mary
1439,1983,San Antonio Spurs,5,112,Jeff Pehl,
1440,1983,San Antonio Spurs,6,136,Ricky Hooker,
1441,1983,San Antonio Spurs,7,158,Keith Williams,
1442,1983,San Antonio Spurs,8,182,Norville Brown,
1443,1983,San Antonio Spurs,9,203,Gary Gaspard,
1444,1983,San Antonio Spurs,10,225,Lamar Heard,
1445,1982,San Antonio Spurs,2,24,Oliver Robinson,University of Alabama at Birmingham
1446,1982,San Antonio Spurs,3,64,Willie Redden,
1447,1982,San Antonio Spurs,4,87,Tony Grier,
1448,1982,San Antonio Spurs,5,110,Clarence Swannegan,
1449,1982,San Antonio Spurs,6,133,Jaime Pena,
1450,1982,San Antonio Spurs,7,156,Delonte Taylor,
1451,1982,San Antonio Spurs,8,179,Chris Faggi,
1452,1982,San Antonio Spurs,9,201,Harry O'Brien,
1453,1982,San Antonio Spurs,10,222,Keith White,
1454,1981,San Antonio Spurs,2,28,Gene Banks,Duke University
1455,1981,San Antonio Spurs,2,30,Ed Rains,University of South Alabama
1456,1981,San Antonio Spurs,3,64,Tom Baker,
1457,1981,San Antonio Spurs,4,87,Earl Belcher,
1458,1981,San Antonio Spurs,5,110,Mike Rhodes,
1459,1981,San Antonio Spurs,6,133,Norman Shavers,
1460,1981,San Antonio Spurs,7,156,Mark Minderman,
1461,1981,San Antonio Spurs,8,178,Bob Bartholomew,
1462,1981,San Antonio Spurs,9,199,Leonel Marquetti,
1463,1981,San Antonio Spurs,10,219,Alvin Brooks,
1464,1980,San Antonio Spurs,1,15,Reggie Johnson,University of Tennessee
1465,1980,San Antonio Spurs,2,39,Michael Wiley,California State University Long Beach
1466,1980,San Antonio Spurs,3,60,Lavon Mercer,
1467,1980,San Antonio Spurs,3,61,Rich Yonakor,University of North Carolina
1468,1980,San Antonio Spurs,4,83,Calvin Roberts,
1469,1980,San Antonio Spurs,5,107,Gib Hinz,
1470,1980,San Antonio Spurs,6,129,Dean Uthoff,
1471,1980,San Antonio Spurs,7,153,Allan Zahn,
1472,1980,San Antonio Spurs,8,172,Bill Bailey,
1473,1980,San Antonio Spurs,9,192,Al Williams,
1474,1980,San Antonio Spurs,10,209,Steve Schall,
1475,1979,San Antonio Spurs,1,19,Wiley Peck,Mississippi State University
1476,1979,San Antonio Spurs,3,63,Sylvester Norris,Jackson State University
1477,1979,San Antonio Spurs,4,84,Al Daniel,
1478,1979,San Antonio Spurs,5,106,Steve Schall,
1479,1979,San Antonio Spurs,6,125,Terry Knight,
1480,1979,San Antonio Spurs,7,146,Tyrone Branyan,
1481,1979,San Antonio Spurs,9,182,Eddie McLeod,
1482,1979,San Antonio Spurs,10,199,Glen Fine,
1483,1978,San Antonio Spurs,1,20,Frankie Sanders,Southern University and A&M College
1484,1978,San Antonio Spurs,3,64,Gerald Henderson,Virginia Commonwealth University
1485,1978,San Antonio Spurs,4,86,Rich Adams,
1486,1978,San Antonio Spurs,5,108,Eugene Parker,
1487,1978,San Antonio Spurs,6,129,Harry Morgan,
1488,1978,San Antonio Spurs,7,150,Hector Olivencia,
1489,1978,San Antonio Spurs,8,168,Henry Taylor,
1490,1978,San Antonio Spurs,9,185,Rick Taylor,
1491,1978,San Antonio Spurs,10,200,Larry Brewster,
1492,1977,San Antonio Spurs,2,37,Jeff Wilkins,Illinois State University
1493,1977,San Antonio Spurs,3,59,Dan Henderson,
1494,1977,San Antonio Spurs,4,81,Matt Hicks,
1495,1977,San Antonio Spurs,5,103,Scott Sims,University of Missouri
1496,1977,San Antonio Spurs,6,125,Bruce Buckley,
1497,1977,San Antonio Spurs,7,145,Richard Robinson,
1498,1977,San Antonio Spurs,8,164,Jerome Gladney,
1499,2018,Los Angeles Clippers,1,12,Miles Bridges,Michigan State University
1500,2018,Los Angeles Clippers,1,13,Jerome Robinson,Boston College
1501,2016,Los Angeles Clippers,1,25,Brice Johnson,University of North Carolina
1502,2016,Los Angeles Clippers,2,33,Cheick Diallo,University of Kansas
1503,2014,Los Angeles Clippers,1,28,C.J. Wilcox,University of Washington
1504,2013,Los Angeles Clippers,1,25,Reggie Bullock,University of North Carolina
1505,2012,Los Angeles Clippers,2,53,Furkan Aldemir,
1506,2011,Los Angeles Clippers,2,37,Trey Thompkins,University of Georgia
1507,2011,Los Angeles Clippers,2,47,Travis Leslie,University of Georgia
1508,2010,Los Angeles Clippers,1,8,Al-Farouq Aminu,Wake Forest University
1509,2010,Los Angeles Clippers,2,54,Willie Warren,University of Oklahoma
1510,2009,Los Angeles Clippers,1,1,Blake Griffin,University of Oklahoma
1511,2008,Los Angeles Clippers,1,7,Eric Gordon,Indiana University
1512,2008,Los Angeles Clippers,2,35,DeAndre Jordan,Texas A&M University
1513,2007,Los Angeles Clippers,1,14,Al Thornton,Florida State University
1514,2007,Los Angeles Clippers,2,45,Jared Jordan,
1515,2006,Los Angeles Clippers,2,34,Paul Davis,Michigan State University
1516,2006,Los Angeles Clippers,2,52,Guillermo Diaz,University of Miami
1517,2005,Los Angeles Clippers,1,12,Yaroslav Korolev,
1518,2005,Los Angeles Clippers,2,32,Daniel Ewing,Duke University
1519,2004,Los Angeles Clippers,1,4,Shaun Livingston,
1520,2004,Los Angeles Clippers,2,33,Lionel Chalmers,Xavier University
1521,2003,Los Angeles Clippers,1,6,Chris Kaman,Central Michigan University
1522,2003,Los Angeles Clippers,2,34,Sofoklis Schortsanitis,
1523,2002,Los Angeles Clippers,1,8,Chris Wilcox,University of Maryland
1524,2002,Los Angeles Clippers,1,12,Melvin Ely,California State University Fresno
1525,2002,Los Angeles Clippers,2,41,Mario Kasun,
1526,2001,Los Angeles Clippers,1,2,Tyson Chandler,
1527,2000,Los Angeles Clippers,1,3,Darius Miles,
1528,2000,Los Angeles Clippers,1,18,Quentin Richardson,DePaul University
1529,2000,Los Angeles Clippers,2,30,Marko Jaric,
1530,1999,Los Angeles Clippers,1,4,Lamar Odom,University of Rhode Island
1531,1999,Los Angeles Clippers,2,31,Rico Hill,
1532,1998,Los Angeles Clippers,1,1,Michael Olowokandi,University of the Pacific
1533,1998,Los Angeles Clippers,1,22,Brian Skinner,Baylor University
1534,1997,Los Angeles Clippers,1,14,Maurice Taylor,University of Michigan
1535,1996,Los Angeles Clippers,1,7,Lorenzen Wright,University of Memphis
1536,1996,Los Angeles Clippers,2,36,Doron Sheffer,
1537,1995,Los Angeles Clippers,1,2,Antonio McDyess,University of Alabama
1538,1995,Los Angeles Clippers,2,53,Constantin Popa,
1539,1994,Los Angeles Clippers,1,7,Lamond Murray,University of California
1540,1994,Los Angeles Clippers,1,25,Greg Minor,University of Louisville
1541,1993,Los Angeles Clippers,1,13,Terry Dehere,Seton Hall University
1542,1993,Los Angeles Clippers,2,53,Leonard White,
1543,1992,Los Angeles Clippers,1,16,Randy Woods,La Salle University
1544,1992,Los Angeles Clippers,1,25,Elmore Spencer,University of Nevada Las Vegas
1545,1991,Los Angeles Clippers,1,22,LeRon Ellis,Syracuse University
1546,1991,Los Angeles Clippers,2,37,Elliot Perry,University of Memphis
1547,1991,Los Angeles Clippers,2,38,Joe Wylie,
1548,1990,Los Angeles Clippers,1,8,Bo Kimble,Loyola Marymount University
1549,1990,Los Angeles Clippers,1,13,Loy Vaught,University of Michigan
1550,1989,Los Angeles Clippers,1,2,Danny Ferry,Duke University
1551,1989,Los Angeles Clippers,2,31,Jeff Martin,Murray State University
1552,1989,Los Angeles Clippers,2,33,Jay Edwards,Indiana University
1553,1988,Los Angeles Clippers,1,1,Danny Manning,University of Kansas
1554,1988,Los Angeles Clippers,1,6,Hersey Hawkins,Bradley University
1555,1988,Los Angeles Clippers,2,45,Tom Garrick,University of Rhode Island
1556,1988,Los Angeles Clippers,3,51,Rob Lock,University of Kentucky
1557,1987,Los Angeles Clippers,1,4,Reggie Williams,Georgetown University
1558,1987,Los Angeles Clippers,1,13,Joe Wolf,University of North Carolina
1559,1987,Los Angeles Clippers,1,19,Ken Norman,University of Illinois at Urbana-Champaign
1560,1987,Los Angeles Clippers,2,38,Norris Coleman,Kansas State University
1561,1987,Los Angeles Clippers,3,47,Tim McCalister,
1562,1987,Los Angeles Clippers,5,93,Chad Kessler,
1563,1987,Los Angeles Clippers,6,116,Martin Nessley,Duke University
1564,1987,Los Angeles Clippers,7,139,Henry Carr,
1565,1986,Los Angeles Clippers,3,54,Dwayne Polee,Pepperdine University
1566,1986,Los Angeles Clippers,4,78,John Brownlee,
1567,1986,Los Angeles Clippers,5,100,Steffond Johnson,San Diego State University
1568,1986,Los Angeles Clippers,6,124,Tim Kempton,University of Notre Dame
1569,1986,Los Angeles Clippers,7,146,Johnny Brown,
1570,1985,Los Angeles Clippers,1,3,Benoit Benjamin,Creighton University
1571,1985,Los Angeles Clippers,3,52,Anicet Lavodrama,
1572,1985,Los Angeles Clippers,4,74,Jim Deines,
1573,1985,Los Angeles Clippers,5,99,Wayne Carlander,
1574,1985,Los Angeles Clippers,6,121,Malcolm Thomas,
1575,1985,Los Angeles Clippers,7,143,Gary Maloncon,
1576,1984,Los Angeles Clippers,1,8,Lancaster Gordon,University of Louisville
1577,1984,Los Angeles Clippers,1,14,Michael Cage,San Diego State University
1578,1984,Los Angeles Clippers,4,75,Marc Glass,
1579,1984,Los Angeles Clippers,5,98,Alonza Allen,
1580,1984,Los Angeles Clippers,6,121,Phillip Haynes,
1581,1984,Los Angeles Clippers,7,144,David Brantley,
1582,1984,Los Angeles Clippers,8,167,Jim McLoughlin,
1583,1984,Los Angeles Clippers,9,189,Dave Schultz,
1584,1984,Los Angeles Clippers,10,211,Dick Mumma,
1585,1983,Los Angeles Clippers,1,4,Byron Scott,Arizona State University
1586,1983,Los Angeles Clippers,5,97,Manute Bol,
1587,1983,Los Angeles Clippers,7,143,Dan Evans,
1588,1983,Los Angeles Clippers,8,166,Mark Gannon,
1589,1983,Los Angeles Clippers,9,188,David Maxwell,
1590,1983,Los Angeles Clippers,10,209,Keith Smith,
1591,1982,Los Angeles Clippers,1,2,Terry Cummings,DePaul University
1592,1982,Los Angeles Clippers,2,32,Richard Anderson,University of California Santa Barbara
1593,1982,Los Angeles Clippers,3,48,Craig Hodges,California State University Long Beach
1594,1982,Los Angeles Clippers,4,71,Darius Clemons,
1595,1982,Los Angeles Clippers,5,94,Gary Carter,
1596,1982,Los Angeles Clippers,6,117,Eric Marbury,
1597,1982,Los Angeles Clippers,7,140,Eddie Hughes,Colorado State University
1598,1982,Los Angeles Clippers,8,163,Jacques Tuz,
1599,1982,Los Angeles Clippers,9,186,John Hegwood,
1600,1982,Los Angeles Clippers,10,207,Daryl Stovall,
1601,1981,Los Angeles Clippers,1,8,Tom Chambers,University of Utah
1602,1981,Los Angeles Clippers,3,54,Jim Smith,Ohio State University
1603,1981,Los Angeles Clippers,4,77,Lee Raker,
1604,1981,Los Angeles Clippers,5,100,Dennis Isbell,
1605,1981,Los Angeles Clippers,6,123,Mike Pepper,
1606,1981,Los Angeles Clippers,7,146,Randy Johnson,
1607,1981,Los Angeles Clippers,8,168,Todd Haynes,
1608,1981,Los Angeles Clippers,9,190,Art Jones,
1609,1981,Los Angeles Clippers,10,210,Tony Gwynn,
1610,1980,Los Angeles Clippers,1,9,Michael Brooks,La Salle University
1611,1980,Los Angeles Clippers,4,76,Ed Odom,
1612,1980,Los Angeles Clippers,5,99,Wally Rank,San Jose State University
1613,1980,Los Angeles Clippers,6,122,Londale Theus,
1614,1980,Los Angeles Clippers,7,145,Paul Anderson,
1615,1979,Los Angeles Clippers,3,55,Tom Channel,
1616,1979,Los Angeles Clippers,4,77,Lionel Garrett,
1617,1979,Los Angeles Clippers,5,99,Greg Joyner,
1618,1979,Los Angeles Clippers,6,119,Bob Bender,
1619,1979,Los Angeles Clippers,7,139,Jene Grey,
1620,1979,Los Angeles Clippers,8,158,Renaldo Lawrence,
1621,1979,Los Angeles Clippers,9,176,Mike Dodd,
1622,1979,Los Angeles Clippers,10,194,Greg Hunter,
1623,1978,Los Angeles Clippers,2,41,Jerome Whitehead,Marquette University
1624,1978,Los Angeles Clippers,3,48,Mike Santos,
1625,1978,Los Angeles Clippers,3,51,Ricky Gallon,
1626,1978,Los Angeles Clippers,3,65,Marvin Delph,
1627,1978,Los Angeles Clippers,4,68,Jim Boylan,
1628,1978,Los Angeles Clippers,4,73,Larry Harris,
1629,1978,Los Angeles Clippers,4,76,Leroy McDonald,
1630,1978,Los Angeles Clippers,5,90,David Thompson,
1631,1978,Los Angeles Clippers,6,112,Bob Miscevicious,
1632,1978,Los Angeles Clippers,7,133,Stan Pietkiewicz,Auburn University
1633,1978,Los Angeles Clippers,8,154,Felton Young,
1634,1978,Los Angeles Clippers,9,172,Bobby White,
1635,1977,Los Angeles Clippers,2,24,Larry Johnson,University of Kentucky
1636,1977,Los Angeles Clippers,4,68,Melvin Watkins,
1637,1977,Los Angeles Clippers,5,90,Mike Hanley,
1638,1977,Los Angeles Clippers,6,112,Curvan Lewis,
1639,1977,Los Angeles Clippers,7,133,Mike Jackson,
1640,1977,Los Angeles Clippers,8,153,Emery Sammons,
1641,1976,Los Angeles Clippers,1,6,Adrian Dantley,University of Notre Dame
1642,1976,Los Angeles Clippers,3,48,Gary Brewster,
1643,1976,Los Angeles Clippers,6,100,Danny Odums,
1644,1976,Los Angeles Clippers,7,118,Frank Jones,
1645,1976,Los Angeles Clippers,8,136,Mark McAndrew,
1646,1976,Los Angeles Clippers,9,153,Bob Rozyczko,
1647,1976,Los Angeles Clippers,10,169,Tim Stokes,
1648,1975,Los Angeles Clippers,3,52,George Bucci,Manhattan College
1649,1975,Los Angeles Clippers,4,70,Bob Fleischer,
1650,1975,Los Angeles Clippers,5,88,Sam Berry,
1651,1975,Los Angeles Clippers,6,106,Larry Jackson,
1652,1975,Los Angeles Clippers,7,124,Mike Franklin,
1653,1975,Los Angeles Clippers,8,142,Allen Jones,
1654,1975,Los Angeles Clippers,9,158,George Rautins,
1655,1975,Los Angeles Clippers,10,172,Art Allen,
1656,1974,Los Angeles Clippers,1,9,Tom McMillen,University of Maryland
1657,1974,Los Angeles Clippers,3,45,Kim Hughes,University of Wisconsin
1658,1974,Los Angeles Clippers,4,63,Bernie Harris,Virginia Commonwealth University
1659,1974,Los Angeles Clippers,5,81,Tony Byers,
1660,1974,Los Angeles Clippers,6,99,Gary Link,
1661,1974,Los Angeles Clippers,7,117,Tommy Curtis,
1662,1974,Los Angeles Clippers,8,135,Glenn Price,
1663,1974,Los Angeles Clippers,9,153,John Falconi,
1664,1974,Los Angeles Clippers,10,170,Andy Rimol,
1665,1973,Los Angeles Clippers,1,3,Ernie DiGregorio,Providence College
1666,1973,Los Angeles Clippers,3,38,Ken Charles,Fordham University
1667,1973,Los Angeles Clippers,4,54,Doug Little,
1668,1973,Los Angeles Clippers,5,72,Randy Noll,
1669,1973,Los Angeles Clippers,6,88,Mike Macaluso,Canisius College
1670,1973,Los Angeles Clippers,7,106,Tim Bassett,University of Georgia
1671,1973,Los Angeles Clippers,8,122,Carl Jackson,
1672,1973,Los Angeles Clippers,9,140,Bob Fullerton,
1673,1973,Los Angeles Clippers,10,153,Nick Connor,
1674,1973,Los Angeles Clippers,11,168,Mike Lee,
1675,1973,Los Angeles Clippers,12,176,Aaron Covington,
1676,1973,Los Angeles Clippers,13,184,Bob Vartanian,
1677,1973,Los Angeles Clippers,14,190,Ron Gilliam,
1678,1973,Los Angeles Clippers,15,195,John Fraley,
1679,1973,Los Angeles Clippers,16,200,John Green,
1680,1973,Los Angeles Clippers,17,204,Jim Garvin,Boston University
1681,1973,Los Angeles Clippers,18,207,Don Johnston,
1682,1973,Los Angeles Clippers,19,209,Ron Thorsen,
1683,1973,Los Angeles Clippers,20,211,Phil Tollestrop,
1684,1972,Los Angeles Clippers,1,2,Bob McAdoo,University of North Carolina
1685,1972,Los Angeles Clippers,2,15,Harold Fox,Jacksonville University
1686,1972,Los Angeles Clippers,3,32,Bob Morse,
1687,1972,Los Angeles Clippers,4,49,George Bryant,
1688,1972,Los Angeles Clippers,5,65,Arnie Berman,
1689,1972,Los Angeles Clippers,6,82,Ed Czernota,
1690,1972,Los Angeles Clippers,7,99,Greg Kohls,
1691,1972,Los Angeles Clippers,8,115,Andy Denny,
1692,1972,Los Angeles Clippers,9,131,John Collins,
1693,1972,Los Angeles Clippers,11,158,Jim Prokell,
1694,1972,Los Angeles Clippers,12,167,Frank Dewitt,
1695,1972,Los Angeles Clippers,13,176,Kim Huband,
1696,1972,Los Angeles Clippers,14,182,Greg Corson,
1697,1972,Los Angeles Clippers,15,189,Paul Hoffman,
1698,1972,Los Angeles Clippers,16,194,Norman Bounds,
1699,1971,Los Angeles Clippers,1,3,Elmore Smith,Kentucky State University
1700,1971,Los Angeles Clippers,2,19,Fred Hilton,Grambling State University
1701,1971,Los Angeles Clippers,2,26,Amos Thomas,
1702,1971,Los Angeles Clippers,2,30,Spencer Haywood,University of Detroit Mercy
1703,1971,Los Angeles Clippers,4,53,Jimmy O'Brien,Boston College
1704,1971,Los Angeles Clippers,5,70,Garry Nelson,
1705,1971,Los Angeles Clippers,6,87,Glen Summors,
1706,1971,Los Angeles Clippers,7,104,Randy Smith,State University of New York College at Buffalo
1707,1971,Los Angeles Clippers,8,121,Craig Love,
1708,1971,Los Angeles Clippers,9,138,Gary Stewart,
1709,1971,Los Angeles Clippers,10,154,Don Ward,
1710,1971,Los Angeles Clippers,11,170,Bill Warner,
1711,1971,Los Angeles Clippers,12,184,Butch Webster,
1712,1971,Los Angeles Clippers,13,197,Pete Smith,Valdosta State University
1713,1971,Los Angeles Clippers,14,209,Ray Lavender,
1714,1971,Los Angeles Clippers,15,218,William Chatmon,
1715,1971,Los Angeles Clippers,16,226,James Douglas,
1716,1971,Los Angeles Clippers,17,230,Nelson Isley,
1717,1971,Los Angeles Clippers,18,233,Joey Meyer,
1718,1970,Los Angeles Clippers,1,15,John Hummer,Princeton University
1719,1970,Los Angeles Clippers,2,24,Cornell Warner,Jackson State University
1720,1970,Los Angeles Clippers,3,43,Chip Case,
1721,1970,Los Angeles Clippers,4,58,Erwin Polnick,
1722,1970,Los Angeles Clippers,5,77,Robert Moore,
1723,1970,Los Angeles Clippers,6,92,Doug Hess,
1724,1970,Los Angeles Clippers,7,111,Cliff Shegogg,
1725,1970,Los Angeles Clippers,8,126,Larry Woods,
1726,1970,Los Angeles Clippers,9,145,Larry Duckworth,
1727,1970,Los Angeles Clippers,10,160,Joe Taylor,
1728,1970,Los Angeles Clippers,11,177,Dick Walker,
