draftPickID,Year,Team ID,Rd,Pk,Player,College
448,1984,Portland TrailBlazers,5,111,Mike Whitmarsh,
449,1984,Portland TrailBlazers,6,134,Lance Ball,
450,1984,Portland TrailBlazers,7,157,Victor Anger,
451,1984,Portland TrailBlazers,8,180,Steve Flint,
452,1984,Portland TrailBlazers,9,202,Dennis Black,
453,1984,Portland TrailBlazers,10,224,Randy Dunn,
454,1983,Portland TrailBlazers,1,14,Clyde Drexler,University of Houston
455,1983,Portland TrailBlazers,2,39,Granville Waiters,Ohio State University
456,1983,Portland TrailBlazers,3,62,Tom Piotrowski,La Salle University
457,1983,Portland TrailBlazers,4,85,Tim Dunham,
458,1983,Portland TrailBlazers,5,108,Gary Monroe,
459,1983,Portland TrailBlazers,6,131,Derrick Pope,
460,1983,Portland TrailBlazers,7,154,Paul Little,
461,1983,Portland TrailBlazers,8,177,Frank Smith,
462,1983,Portland TrailBlazers,9,199,Phil Hopson,
463,1983,Portland TrailBlazers,10,220,Russ Christianson,
464,1982,Portland TrailBlazers,1,11,Fat Lever,Arizona State University
465,1982,Portland TrailBlazers,2,33,Linton Townes,James Madison University
466,1982,Portland TrailBlazers,2,37,Audie Norris,Jackson State University
467,1982,Portland TrailBlazers,3,66,Phillip Lockett,
468,1982,Portland TrailBlazers,4,79,Eric Smith,
469,1982,Portland TrailBlazers,5,103,Cherokee Rhone,
470,1982,Portland TrailBlazers,6,125,Leo Cunningham,
471,1982,Portland TrailBlazers,7,149,Terry Long,
472,1982,Portland TrailBlazers,8,171,Dave Porter,
473,1982,Portland TrailBlazers,9,195,Mark Dearborn,
474,1982,Portland TrailBlazers,10,215,Grant Taylor,
475,1981,Portland TrailBlazers,1,15,Jeff Lamp,University of Virginia
476,1981,Portland TrailBlazers,1,16,Darnell Valentine,University of Kansas
477,1981,Portland TrailBlazers,2,26,Brian Jackson,
478,1981,Portland TrailBlazers,3,50,Derek Holcomb,
479,1981,Portland TrailBlazers,3,61,Petur Gudmundsson,University of Washington
480,1981,Portland TrailBlazers,4,85,Pete Verhoeven,California State University Fresno
481,1981,Portland TrailBlazers,5,107,Herb Andrew,
482,1981,Portland TrailBlazers,6,131,Roshern Arnie,
483,1981,Portland TrailBlazers,7,153,Julius Wayne,
484,1981,Portland TrailBlazers,8,176,John Smith,
485,1981,Portland TrailBlazers,9,196,Sid Williams,
486,1981,Portland TrailBlazers,10,217,Steve Cochran,
487,1980,Portland TrailBlazers,1,10,Ronnie Lester,University of Iowa
488,1980,Portland TrailBlazers,2,32,David Lawrence,
489,1980,Portland TrailBlazers,2,33,Bruce Collins,
490,1980,Portland TrailBlazers,3,56,Mike Harper,North Park University
491,1980,Portland TrailBlazers,4,79,Kelvin Henderson,
492,1980,Portland TrailBlazers,5,102,Larry Belin,
493,1980,Portland TrailBlazers,6,125,Perry Mirkovich,
494,1980,Portland TrailBlazers,7,148,Gig Sims,
495,1980,Portland TrailBlazers,8,168,John Stroeder,University of Montana
496,1980,Portland TrailBlazers,9,188,Rich Boucher,
497,1980,Portland TrailBlazers,10,205,Dave Kufeld,
498,1979,Portland TrailBlazers,1,12,Jim Paxson,University of Dayton
499,1979,Portland TrailBlazers,2,40,Andrew Fields,
500,1979,Portland TrailBlazers,3,56,Mickey Fox,
501,1979,Portland TrailBlazers,4,78,Daryll Robinson,
502,1979,Portland TrailBlazers,5,100,Matt White,
503,1979,Portland TrailBlazers,6,120,Ray Ellis,
504,1979,Portland TrailBlazers,7,140,Jeff Tropf,
505,1979,Portland TrailBlazers,8,159,Willie Pounds,
506,1979,Portland TrailBlazers,9,177,Stan Eckwood,
507,1979,Portland TrailBlazers,10,195,Kelvin Small,
508,1978,Portland TrailBlazers,1,1,Mychal Thompson,University of Minnesota
509,1978,Portland TrailBlazers,1,7,Ron Brewer,University of Arkansas
510,1978,Portland TrailBlazers,2,24,Keith Herron,Villanova University
511,1978,Portland TrailBlazers,2,44,Clemon Johnson,Florida Agricultural and Mechanical University
512,1978,Portland TrailBlazers,3,66,Sterling Edmunds,
513,1978,Portland TrailBlazers,5,110,Clay Johnson,University of Missouri
514,1978,Portland TrailBlazers,6,131,Tim Evans,
515,1978,Portland TrailBlazers,7,152,Walter Reason,
516,1978,Portland TrailBlazers,8,170,Mark Wickman,
517,1978,Portland TrailBlazers,9,186,Paul Cozens,
518,1978,Portland TrailBlazers,10,202,Tim Workington,
519,1977,Portland TrailBlazers,1,19,Rich Laurel,Hofstra University
520,1977,Portland TrailBlazers,2,28,Kim Anderson,University of Missouri
521,1977,Portland TrailBlazers,2,41,T.R. Dunn,University of Alabama
522,1977,Portland TrailBlazers,3,63,Ricky Brown,
523,1977,Portland TrailBlazers,4,85,Greg White,
524,1977,Portland TrailBlazers,5,107,Donn Wilber,
525,1977,Portland TrailBlazers,6,128,Myron Jordan,
526,1977,Portland TrailBlazers,7,148,Don Smith,
527,1977,Portland TrailBlazers,8,167,Harold Rhodes,
528,1976,Portland TrailBlazers,1,5,Wally Walker,University of Virginia
529,1976,Portland TrailBlazers,2,20,Major Jones,Albany State University
530,1976,Portland TrailBlazers,2,22,Johnny Davis,University of Dayton
531,1976,Portland TrailBlazers,3,39,Jeff Tyson,
532,1976,Portland TrailBlazers,4,56,David Everett,
533,1976,Portland TrailBlazers,5,73,Gary Reddings,
534,1976,Portland TrailBlazers,7,109,Al DeWitt,
535,1976,Portland TrailBlazers,8,127,Brant Gibbler,
536,1976,Portland TrailBlazers,9,145,Rob Torresdal,
537,1976,Portland TrailBlazers,10,162,Marcos Leite,
538,1975,Portland TrailBlazers,1,6,Lionel Hollins,Arizona State University
539,1975,Portland TrailBlazers,2,25,Bob Gross,California State University Long Beach
540,1975,Portland TrailBlazers,3,42,Tom Roy,
541,1975,Portland TrailBlazers,3,50,Gus Gerard,University of Virginia
542,1975,Portland TrailBlazers,4,61,Phil Hicks,Tulane University
543,1975,Portland TrailBlazers,5,78,Maurice Presley,
544,1975,Portland TrailBlazers,6,97,Gerald Willett,
545,1975,Portland TrailBlazers,7,114,Steve Fields,
546,1975,Portland TrailBlazers,8,133,Charley Neal,
547,1975,Portland TrailBlazers,9,149,Quintin Braxton,
548,1975,Portland TrailBlazers,10,166,Tyree Foster,
549,1974,Portland TrailBlazers,1,1,Bill Walton,University of California Los Angeles
550,1974,Portland TrailBlazers,2,20,Jan Van Breda Kolff,Vanderbilt University
551,1974,Portland TrailBlazers,2,34,Phil Lumpkin,Miami University
552,1974,Portland TrailBlazers,2,36,Rubin Collins,
553,1974,Portland TrailBlazers,4,56,Mickey Johnson,Aurora University
554,1974,Portland TrailBlazers,5,74,Bernard Hardin,
555,1974,Portland TrailBlazers,6,92,Dan Anderson,University of Southern California
556,1974,Portland TrailBlazers,7,110,Doug Richards,
557,1974,Portland TrailBlazers,8,128,Eldridge Broussard,
558,1974,Portland TrailBlazers,9,146,Lee Haven,
559,1974,Portland TrailBlazers,10,163,Ron Jones,
560,1973,Portland TrailBlazers,1,15,Barry Parkhill,University of Virginia
561,1973,Portland TrailBlazers,4,55,William Averitt,
562,1973,Portland TrailBlazers,5,71,Fran Costello,
563,1973,Portland TrailBlazers,6,89,Neal Jurgensen,
564,1973,Portland TrailBlazers,7,105,Larry Hollyfield,
565,1973,Portland TrailBlazers,8,123,Lendell Resson,
566,1973,Portland TrailBlazers,9,139,Mike Contreras,
567,1973,Portland TrailBlazers,10,154,Sam Whitehead,
568,1973,Portland TrailBlazers,11,167,Ed Payne,
569,1973,Portland TrailBlazers,12,177,Rick Holdt,
570,1972,Portland TrailBlazers,1,1,LaRue Martin,Loyola University of Chicago
571,1972,Portland TrailBlazers,2,14,Bob Davis,Weber State University
572,1972,Portland TrailBlazers,2,26,Dave Twardzik,Old Dominion University
573,1972,Portland TrailBlazers,2,30,Ollie Johnson,Temple University
574,1972,Portland TrailBlazers,3,31,Lloyd Neal,Tennessee State University
575,1972,Portland TrailBlazers,4,48,Gary Stewart,
576,1972,Portland TrailBlazers,5,64,Mike Reid,
577,1972,Portland TrailBlazers,6,81,Joe Gaines,
578,1972,Portland TrailBlazers,7,98,Bob Lynn,
579,1972,Portland TrailBlazers,8,114,Ruben Vance,
580,1972,Portland TrailBlazers,9,130,Scott McCandlish,
581,1972,Portland TrailBlazers,10,144,Kresimir Cosic,
582,1972,Portland TrailBlazers,11,157,Jimmy Wilkins,
583,1972,Portland TrailBlazers,13,175,Larry Morris,
584,1972,Portland TrailBlazers,14,181,Paul Kelley,
585,1972,Portland TrailBlazers,15,188,Rich Haubeggar,
586,1972,Portland TrailBlazers,16,193,Mose Adolph,
587,1971,Portland TrailBlazers,1,2,Sidney Wicks,University of California Los Angeles
588,1971,Portland TrailBlazers,2,25,Charlie Yelverton,Fordham University
589,1971,Portland TrailBlazers,2,27,Richard Fisher,Colorado State University
590,1971,Portland TrailBlazers,3,37,Larry Steele,University of Kentucky
591,1971,Portland TrailBlazers,3,42,William Smith,Syracuse University
592,1971,Portland TrailBlazers,4,54,Bobby Fields,La Salle University
593,1971,Portland TrailBlazers,5,71,Hector Blondet,
594,1971,Portland TrailBlazers,6,88,Jim Day,
595,1971,Portland TrailBlazers,7,105,Gene Knolle,
596,1971,Portland TrailBlazers,8,122,John Sutter,
597,1971,Portland TrailBlazers,9,139,Goo Kennedy,Texas Christian University
598,1971,Portland TrailBlazers,10,155,Greg Starrick,
599,1971,Portland TrailBlazers,11,171,Howard Burford,
600,1971,Portland TrailBlazers,12,185,Don Sechler,
601,1970,Portland TrailBlazers,1,8,Geoff Petrie,Princeton University
602,1970,Portland TrailBlazers,2,25,Walt Gilmore,Fort Valley State University
603,1970,Portland TrailBlazers,3,42,Bill Cain,
604,1970,Portland TrailBlazers,4,59,Jim Penix,
605,1970,Portland TrailBlazers,5,76,Ron Knight,California State University Los Angeles
606,1970,Portland TrailBlazers,6,93,George Janky,
607,1970,Portland TrailBlazers,7,110,Claude English,University of Rhode Island
608,1970,Portland TrailBlazers,8,127,Doug Boyd,
609,1970,Portland TrailBlazers,9,144,Billy Gaskins,
610,2018,Houston Rockets,2,46,De'Anthony Melton,University of Southern California
611,2017,Houston Rockets,2,43,Isaiah Hartenstein,
612,2017,Houston Rockets,2,45,Dillon Brooks,University of Oregon
613,2016,Houston Rockets,2,37,Chinanu Onuaku,University of Louisville
614,2016,Houston Rockets,2,43,Zhou Qi,
615,2015,Houston Rockets,1,18,Sam Dekker,University of Wisconsin
616,2015,Houston Rockets,2,32,Montrezl Harrell,University of Louisville
617,2014,Houston Rockets,1,25,Clint Capela,
618,2014,Houston Rockets,2,42,Nick Johnson,University of Arizona
619,2013,Houston Rockets,2,34,Isaiah Canaan,Murray State University
620,2012,Houston Rockets,1,12,Jeremy Lamb,University of Connecticut
621,2012,Houston Rockets,1,16,Royce White,Iowa State University
622,2012,Houston Rockets,1,18,Terrence Jones,University of Kentucky
623,2011,Houston Rockets,1,14,Marcus Morris,University of Kansas
624,2011,Houston Rockets,1,23,Nikola Mirotic,
625,2011,Houston Rockets,2,38,Chandler Parsons,University of Florida
626,2010,Houston Rockets,1,14,Patrick Patterson,University of Kentucky
627,2008,Houston Rockets,1,25,Nicolas Batum,
628,2008,Houston Rockets,2,54,Maarty Leunen,University of Oregon
629,2007,Houston Rockets,1,26,Aaron Brooks,University of Oregon
630,2007,Houston Rockets,2,54,Brad Newley,
631,2006,Houston Rockets,1,8,Rudy Gay,University of Connecticut
632,2006,Houston Rockets,2,32,Steve Novak,Marquette University
633,2005,Houston Rockets,1,24,Luther Head,University of Illinois at Urbana-Champaign
634,2004,Houston Rockets,2,55,Luis Flores,Manhattan College
635,2003,Houston Rockets,2,44,Malick Badiane,
636,2002,Houston Rockets,1,1,Yao Ming,
637,2002,Houston Rockets,1,15,Bostjan Nachbar,
638,2002,Houston Rockets,2,38,Tito Maddox,California State University Fresno
639,2001,Houston Rockets,1,13,Richard Jefferson,University of Arizona
640,2001,Houston Rockets,1,18,Jason Collins,Stanford University
641,2001,Houston Rockets,1,23,Brandon Armstrong,Pepperdine University
642,2000,Houston Rockets,1,9,Joel Przybilla,University of Minnesota
643,2000,Houston Rockets,2,38,Eduardo Najera,University of Oklahoma
644,1999,Houston Rockets,1,22,Kenny Thomas,University of New Mexico
645,1999,Houston Rockets,2,44,Tyrone Washington,
646,1999,Houston Rockets,2,50,Venson Hamilton,University of Nebraska
647,1998,Houston Rockets,1,14,Michael Dickerson,University of Arizona
648,1998,Houston Rockets,1,16,Bryce Drew,Valparaiso University
649,1998,Houston Rockets,1,18,Mirsad Turkcan,
650,1998,Houston Rockets,2,41,Cuttino Mobley,University of Rhode Island
651,1997,Houston Rockets,1,24,Rodrick Rhodes,University of Southern California
652,1997,Houston Rockets,2,29,Serge Zwikker,
653,1996,Houston Rockets,2,30,Othella Harrington,Georgetown University
654,1996,Houston Rockets,2,42,Randy Livingston,Louisiana State University
655,1996,Houston Rockets,2,50,Terrell Bell,
656,1995,Houston Rockets,2,41,Erik Meek,
657,1994,Houston Rockets,2,53,Albert Burditt,
658,1993,Houston Rockets,1,24,Sam Cassell,Florida State University
659,1993,Houston Rockets,2,46,Richard Petruska,University of California Los Angeles
660,1993,Houston Rockets,2,50,Marcelo Nicola,
661,1992,Houston Rockets,1,11,Robert Horry,University of Alabama
662,1992,Houston Rockets,2,41,Popeye Jones,Murray State University
663,1992,Houston Rockets,2,53,Curtis Blair,
664,1991,Houston Rockets,1,20,John Turner,Phillips University
665,1991,Houston Rockets,2,47,Keith Hughes,
666,1991,Houston Rockets,2,51,Zan Tabak,
667,1990,Houston Rockets,1,12,Alec Kessler,University of Georgia
668,1988,Houston Rockets,1,16,Derrick Chievous,University of Missouri
669,1987,Houston Rockets,2,35,Doug Lee,Purdue University
670,1987,Houston Rockets,4,82,Joe Niego,
671,1987,Houston Rockets,5,104,Andre LaFleur,
672,1987,Houston Rockets,6,129,Fred Jenkins,
673,1987,Houston Rockets,7,151,Clarence Grier,
674,1986,Houston Rockets,1,20,Buck Johnson,University of Alabama
675,1986,Houston Rockets,2,43,Dave Feitl,University of Texas at El Paso
676,1986,Houston Rockets,3,66,Anthony Bowie,University of Oklahoma
677,1986,Houston Rockets,4,89,Conner Henry,University of California Santa Barbara
678,1986,Houston Rockets,5,112,Andre Banks,
679,1986,Houston Rockets,6,135,Robert Worthy,
680,1986,Houston Rockets,7,158,Rick Olson,
681,1985,Houston Rockets,1,19,Steve Harris,University of Tulsa
682,1985,Houston Rockets,3,54,Sam Mitchell,Mercer University
683,1985,Houston Rockets,3,57,Michael Payne,
684,1985,Houston Rockets,4,88,Mike Brooks,
685,1985,Houston Rockets,6,134,Sam Potter,
686,1984,Houston Rockets,1,1,Hakeem Olajuwon,University of Houston
687,1984,Houston Rockets,3,51,Jim Petersen,University of Minnesota
688,1984,Houston Rockets,4,74,Willie Jackson,
689,1984,Houston Rockets,5,97,Al McClain,
690,1984,Houston Rockets,7,143,Joedy Gardner,
691,1984,Houston Rockets,8,166,Greg Wolff,
692,1984,Houston Rockets,9,188,Bill Coon,
693,1984,Houston Rockets,10,210,Robert Turner,
694,1983,Houston Rockets,1,1,Ralph Sampson,University of Virginia
695,1983,Houston Rockets,1,3,Rodney McCray,University of Louisville
696,1983,Houston Rockets,3,48,Craig Ehlo,Washington State University
697,1983,Houston Rockets,4,71,Darrell Browder,
698,1983,Houston Rockets,5,94,Chuck Barnett,
699,1983,Houston Rockets,6,117,Jim Stack,
700,1983,Houston Rockets,7,140,Brian Kellerman,
701,1983,Houston Rockets,8,163,Jeff Bolding,
702,1983,Houston Rockets,9,185,James Campbell,
703,1982,Houston Rockets,1,16,Terry Teagle,Baylor University
704,1982,Houston Rockets,2,42,Jeff Taylor,Texas Tech University
705,1982,Houston Rockets,3,63,Chuck Nevitt,North Carolina State University
706,1982,Houston Rockets,4,85,Andre Gaddy,
707,1982,Houston Rockets,5,107,Jeff Schneider,
708,1982,Houston Rockets,6,132,Don Wilson,
709,1982,Houston Rockets,7,154,Mike Helms,
710,1982,Houston Rockets,8,176,Dan Callandrillo,
711,1981,Houston Rockets,2,45,Ed Turner,
712,1981,Houston Rockets,4,81,Larry Spriggs,Howard University
713,1981,Houston Rockets,5,105,Hasan Houston,
714,1981,Houston Rockets,6,127,Fred Cowan,
715,1981,Houston Rockets,7,151,Joe Faine,
716,1981,Houston Rockets,8,172,Stanley Brewer,
717,1980,Houston Rockets,2,27,John Stroud,University of Mississippi
718,1980,Houston Rockets,2,38,Terry Stotts,
719,1980,Houston Rockets,2,43,Billy Williams,
720,1980,Houston Rockets,4,84,Dean Hunger,
721,1980,Houston Rockets,5,106,Albert Jones,
722,1980,Houston Rockets,6,130,Everette Jefferson,
723,1980,Houston Rockets,7,152,Joe Nehls,
724,1980,Houston Rockets,8,173,Rosie Barnes,
725,1979,Houston Rockets,1,17,Lee Johnson,East Texas State University
726,1979,Houston Rockets,2,42,Paul Mokeski,University of Kansas
727,1979,Houston Rockets,3,59,Ricardo Brown,
728,1979,Houston Rockets,4,76,Sammy Drummer,
729,1979,Houston Rockets,4,80,Lionel Green,
730,1979,Houston Rockets,5,104,Allen Leavell,Oklahoma City University
731,1979,Houston Rockets,6,124,Collie Davis,
732,1979,Houston Rockets,7,143,Rich Valavicius,
733,1979,Houston Rockets,8,161,Delbert Watson,
734,1978,Houston Rockets,2,28,Buster Matheney,
735,1978,Houston Rockets,3,47,Billy Ray Bates,Kentucky State University
736,1978,Houston Rockets,4,67,Jackie Robinson,University of Nevada Las Vegas
737,1978,Houston Rockets,4,69,Joel Thompson,
738,1978,Houston Rockets,5,91,Gary Goodner,
739,1978,Houston Rockets,6,113,Eddie Joe Chavez,
740,1978,Houston Rockets,7,134,Stan Stewart,
741,1977,Houston Rockets,2,34,Larry Moffett,University of Nevada Las Vegas
742,1977,Houston Rockets,2,40,Robert Reid,St. Mary's University
743,1977,Houston Rockets,3,62,Phil Bond,University of Louisville
744,1977,Houston Rockets,4,84,Rocky Smith,
745,1977,Houston Rockets,5,106,Ed Thompson,
746,1976,Houston Rockets,1,1,John Lucas,University of Maryland
747,1976,Houston Rockets,2,27,Phil Hicks,Tulane University
748,1976,Houston Rockets,3,44,Barnes Hauptfuhrer,
749,1976,Houston Rockets,4,61,Hercle Ivy,
750,1976,Houston Rockets,5,78,Dave Marrs,
751,1976,Houston Rockets,6,96,Robert Paige,
752,1976,Houston Rockets,7,114,Barry Davis,
753,1976,Houston Rockets,8,132,Dan Kruger,
754,1975,Houston Rockets,1,11,Joe Meriweather,Southern Illinois University
755,1975,Houston Rockets,2,29,Jim Blanks,
756,1975,Houston Rockets,3,47,Rudy White,Arizona State University
757,1975,Houston Rockets,4,65,Ken Smith,University of Tulsa
758,1975,Houston Rockets,5,83,Rick Whitlow,
759,1975,Houston Rockets,6,101,William Johnson,
760,1975,Houston Rockets,7,119,Nathaniel Barnett,University of Akron
761,1975,Houston Rockets,8,137,Leon Johnson,
762,1975,Houston Rockets,9,154,Steve Storther,
763,1974,Houston Rockets,1,5,Bobby Jones,University of North Carolina
764,1974,Houston Rockets,2,23,Gus Bailey,University of Texas at El Paso
765,1974,Houston Rockets,3,41,Robert Wilson,
766,1974,Houston Rockets,4,59,Larry Robinson,
767,1974,Houston Rockets,5,77,Owen Wells,University of Detroit Mercy
768,1974,Houston Rockets,6,95,Lawrence Johnson,
769,1974,Houston Rockets,7,113,Kevin Fitzgerald,
770,1974,Houston Rockets,8,131,Steve Brooks,
771,1974,Houston Rockets,9,149,Ken Stalling,
772,1974,Houston Rockets,10,166,Marcus Washington,
773,1973,Houston Rockets,1,6,Ed Ratleff,California State University Long Beach
774,1973,Houston Rockets,3,51,E.C. Coleman,Houston Baptist University
775,1973,Houston Rockets,4,58,Lee Colburn,
776,1973,Houston Rockets,5,75,Gary Rhoades,
777,1973,Houston Rockets,6,92,Tom Peck,
778,1973,Houston Rockets,7,109,Fred DeVaughn,
779,1973,Houston Rockets,8,126,John Thomas,
780,1972,Houston Rockets,2,20,John Gianelli,University of the Pacific
781,1972,Houston Rockets,3,37,Eric McWilliams,California State University Long Beach
782,1972,Houston Rockets,4,54,Wilbert Robinson,West Virginia University
783,1972,Houston Rockets,5,70,James Silas,Stephen F. Austin State University
784,1972,Houston Rockets,6,87,Mike Collins,
785,1972,Houston Rockets,7,104,Mike Jackson,California State University Los Angeles
786,1972,Houston Rockets,8,120,Henry Harris,
787,1971,Houston Rockets,1,7,Cliff Meely,University of Colorado
788,1971,Houston Rockets,2,24,Mike Newlin,University of Utah
789,1971,Houston Rockets,4,58,Tom Owens,University of South Carolina
790,1971,Houston Rockets,5,75,Rudy Benjamin,
791,1971,Houston Rockets,5,78,Greg Nelson,
792,1971,Houston Rockets,6,92,Garry Reist,
793,1971,Houston Rockets,7,109,Eric Hill,
794,1971,Houston Rockets,8,126,Rich Katherman,
795,1971,Houston Rockets,9,142,Willie Kerry,
796,1971,Houston Rockets,10,158,Calvin Oliver,
797,1971,Houston Rockets,11,174,Doug Rex,
798,1971,Houston Rockets,12,187,Chris Schrobilgen,
799,1971,Houston Rockets,13,199,Lee McCollough,
800,1971,Houston Rockets,14,210,Gene Roberson,
801,1971,Houston Rockets,15,219,Terry Guigg,
802,1971,Houston Rockets,16,227,Leonard Jackson,
803,1971,Houston Rockets,17,231,Steve Sims,
804,1971,Houston Rockets,18,234,Carlos Quintar,
805,1971,Houston Rockets,19,236,Gary Schneider,
806,1970,Houston Rockets,1,2,Rudy Tomjanovich,University of Michigan
807,1970,Houston Rockets,2,18,Calvin Murphy,Niagara University
808,1970,Houston Rockets,3,35,Curtis Perry,Missouri State University
809,1970,Houston Rockets,4,52,Jody Finney,
810,1970,Houston Rockets,5,69,James Gilbert,
811,1970,Houston Rockets,6,86,Mike Kretzer,
812,1970,Houston Rockets,7,103,Billy Paultz,St. John's University
813,1970,Houston Rockets,8,120,Don Adams,Northwestern University
814,1970,Houston Rockets,9,137,Jim Gottschall,
815,1970,Houston Rockets,10,154,Toke Coleman,
816,1970,Houston Rockets,11,171,Ron Belton,
817,1970,Houston Rockets,12,184,Jim Brooks,
818,1970,Houston Rockets,13,194,Harry Lozon,
819,1970,Houston Rockets,14,204,Clyde Oatis,
820,1970,Houston Rockets,15,214,Jay Bond,
821,1970,Houston Rockets,16,223,Dean Olofson,
822,1970,Houston Rockets,17,230,Dennis Dickens,
823,1970,Houston Rockets,18,234,Jeff Cunningham,
824,1970,Houston Rockets,19,237,Rick Erickson,
825,1969,Houston Rockets,1,6,Bingo Smith,University of Tulsa
826,1969,Houston Rockets,2,21,Bernie Williams,La Salle University
827,1969,Houston Rockets,3,35,Charles Bonaparte,
828,1969,Houston Rockets,4,49,Johnny Allen,
829,1969,Houston Rockets,5,63,Charles Hentz,University of Arkansas at Pine Bluff
830,1969,Houston Rockets,6,77,Bob Tallent,
831,1969,Houston Rockets,7,91,Lynn Shackelford,University of California Los Angeles
832,1969,Houston Rockets,8,105,Bill DeHeer,
833,1969,Houston Rockets,9,119,Larry Cheatham,
834,1969,Houston Rockets,10,133,Lee Sims,
835,1969,Houston Rockets,11,147,Justus Thigpen,Weber State University
836,1969,Houston Rockets,12,160,Raul Duarte,
837,1969,Houston Rockets,13,173,Joe McBride,
838,1969,Houston Rockets,14,184,Mike Heckman,
839,1969,Houston Rockets,15,192,Jerry Nickens,
840,1969,Houston Rockets,16,198,Dick Groves,
841,1969,Houston Rockets,17,204,Steve Howell,
842,1969,Houston Rockets,18,209,Joe Pridgen,
843,1969,Houston Rockets,19,213,Blaine Royer,
844,1968,Houston Rockets,1,1,Elvin Hayes,University of Houston
845,1968,Houston Rockets,2,15,John Trapp,University of Nevada Las Vegas
846,1968,Houston Rockets,3,23,Stu Lantz,University of Nebraska
847,1968,Houston Rockets,4,37,Harry Barnes,Northeastern University
848,1968,Houston Rockets,4,48,Darryl Jones,
849,1968,Houston Rockets,5,51,Glen Combs,Virginia Polytechnic Institute and State University
850,1968,Houston Rockets,6,65,Eldridge Webb,
851,1968,Houston Rockets,7,79,Rick Adelman,Loyola Marymount University
852,1968,Houston Rockets,8,93,Aaron Sellers,
853,1968,Houston Rockets,9,107,John Schetzsle,
854,1968,Houston Rockets,10,121,Mike Butler,University of Memphis
855,1968,Houston Rockets,11,135,Leonardo Epps,
856,1968,Houston Rockets,12,148,Roy Manning,
857,1968,Houston Rockets,13,161,Marshall Evans,
858,1968,Houston Rockets,14,172,Bobby Lewis,
859,1968,Houston Rockets,15,182,Bill Gaines,East Texas State University
860,1968,Houston Rockets,16,190,Chuck Caldwell,
861,1968,Houston Rockets,17,198,Dave Miller,
862,1968,Houston Rockets,18,204,Harold Grant,
863,1968,Houston Rockets,19,208,Bill Corley,
864,1967,Houston Rockets,1,7,Pat Riley,University of Kentucky
865,1967,Houston Rockets,2,18,Bob Netolicky,Drake University
866,1967,Houston Rockets,3,29,Richard Moore,Hiram Scott College
867,1967,Houston Rockets,3,31,Nick Jones,University of Oregon
868,1967,Houston Rockets,4,41,Ronald Kozlicki,Northwestern University
869,1967,Houston Rockets,4,42,Craig Dill,University of Michigan
870,1967,Houston Rockets,5,55,Herb McPherson,
871,1967,Houston Rockets,6,66,Robert Cole,
872,1967,Houston Rockets,7,79,Elbert Miller,
873,1967,Houston Rockets,8,90,Al Grundy,
874,1967,Houston Rockets,9,102,Ron Coleman,
875,1967,Houston Rockets,10,112,John Duncan,
876,1967,Houston Rockets,11,123,Al Razutis,
877,1967,Houston Rockets,12,132,Martin Navia,
878,1967,Houston Rockets,13,141,Bob Chlupsa,
879,1967,Houston Rockets,14,146,John Tolbert,
880,2018,Utah Jazz,1,21,Grayson Allen,Duke University
881,2018,Utah Jazz,2,52,Vince Edwards,Purdue University
882,2017,Utah Jazz,1,24,Tyler Lydon,Syracuse University
883,2017,Utah Jazz,1,30,Josh Hart,Villanova University
884,2017,Utah Jazz,2,42,Thomas Bryant,Indiana University
885,2017,Utah Jazz,2,55,Nigel Williams-Goss,Gonzaga University
886,2016,Utah Jazz,1,12,Taurean Prince,Baylor University
887,2016,Utah Jazz,2,42,Isaiah Whitehead,Seton Hall University
888,2016,Utah Jazz,2,52,Joel Bolomboy,Weber State University
889,2016,Utah Jazz,2,60,Tyrone Wallace,University of California
890,2015,Utah Jazz,1,12,Trey Lyles,University of Kentucky
891,2015,Utah Jazz,2,42,Olivier Hanlan,Boston College
892,2015,Utah Jazz,2,54,Dani Diez,
893,2014,Utah Jazz,1,5,Dante Exum,
894,2014,Utah Jazz,1,23,Rodney Hood,Duke University
895,2014,Utah Jazz,2,35,Jarnell Stokes,University of Tennessee
896,2013,Utah Jazz,1,14,Shabazz Muhammad,University of California Los Angeles
897,2013,Utah Jazz,1,21,Gorgui Dieng,University of Louisville
898,2013,Utah Jazz,2,46,Erick Green,Virginia Polytechnic Institute and State University
899,2012,Utah Jazz,2,47,Kevin Murphy,Tennessee Technological University
900,2011,Utah Jazz,1,3,Enes Kanter,
901,2011,Utah Jazz,1,12,Alec Burks,University of Colorado
902,2010,Utah Jazz,1,9,Gordon Hayward,Butler University
903,2010,Utah Jazz,2,55,Jeremy Evans,Western Kentucky University
904,2009,Utah Jazz,1,20,Eric Maynor,Virginia Commonwealth University
905,2009,Utah Jazz,2,50,Goran Suton,
906,2008,Utah Jazz,1,23,Kosta Koufos,Ohio State University
907,2008,Utah Jazz,2,44,Ante Tomic,
908,2008,Utah Jazz,2,53,Tadija Dragicevic,
909,2007,Utah Jazz,1,25,Morris Almond,Rice University
910,2007,Utah Jazz,2,55,Herbert Hill,
911,2006,Utah Jazz,1,14,Ronnie Brewer,University of Arkansas
912,2006,Utah Jazz,2,46,Dee Brown,University of Illinois at Urbana-Champaign
913,2006,Utah Jazz,2,47,Paul Millsap,Louisiana Tech University
